timestamp,datetime,ax,ay,az,gx,gy,gz,label,frame_id
1770475755.4060397,49:15.4,-7.513,19.599,-19.6,0.0517,-3.4743,4.3656,NONE,276
1770475755.4127939,49:15.4,8.506,10.621,-8.479,0.6186,-4.3657,4.3656,NONE,277
1770475755.419818,49:15.4,5.891,4.517,2.462,3.2574,-4.3657,4.3656,NONE,278
1770475755.4269001,49:15.4,-2.625,11.795,-0.852,4.0342,-4.3657,2.561,NONE,279
1770475755.4338667,49:15.4,-3.079,6.685,-8.436,4.3656,-4.3657,2.561,NONE,280
1770475755.4411306,49:15.4,-3.089,6.582,-5.436,2.7367,-4.3657,2.6518,NONE,281
1770475755.4479167,49:15.4,-3.407,7.187,-3.06,0.9859,-4.3657,3.4576,NONE,282
1770475755.4548037,49:15.5,-2.601,6.151,-3.153,-1.3972,-3.4959,3.6945,NONE,283
1770475755.4619982,49:15.5,-1.904,6.663,-3.675,-2.6822,-2.1626,4.0302,NONE,284
1770475755.4689465,49:15.5,0.409,4.264,-6.441,-3.3064,-1.6193,3.346,NONE,285
1770475755.4757898,49:15.5,0.904,11.027,-1.656,-3.9338,-1.4619,1.9664,NONE,286
1770475755.4832473,49:15.5,4.187,10.001,-1.854,-3.2246,-0.7269,-0.7621,NONE,287
1770475755.4901562,49:15.5,2.546,13.109,-0.395,-2.2196,-0.3184,-3.4872,NONE,288
1770475755.497278,49:15.5,-0.234,11.791,-1.665,-0.1139,-0.194,-4.3657,NONE,289
1770475755.5038257,49:15.5,4.706,6.264,-7.494,2.798,-0.0317,-4.3657,NONE,290
1770475755.5109713,49:15.5,-5.879,15.262,5.185,2.229,0.35,-4.3657,NONE,291
1770475755.5177765,49:15.5,-13.482,15.64,9.625,1.831,3.1208,-4.3657,NONE,292
1770475755.524619,49:15.5,-5.118,4.747,0.959,2.3426,4.2863,-4.3657,NONE,293
1770475756,49:15.5,-8.35,5.501,-2.132,2.7499,4.3656,-4.3657,NONE,294
1770475755.5387754,49:15.5,-8.185,2.622,-3.831,2.9792,3.8185,-4.3657,NONE,295
1770475755.5459118,49:15.5,-7.029,1.519,-2.462,3.6625,2.0443,-2.9286,NONE,296
1770475755.552855,49:15.6,-9.534,5.39,-3.704,3.8978,2.5107,-0.0281,NONE,297
1770475755.5597117,49:15.6,-6.19,5.328,-6.005,3.2115,2.1088,0.9361,NONE,298
1770475755.5669668,49:15.6,-4.694,6.182,-10.087,3.2912,1.2678,1.4302,NONE,299
1770475755.5739195,49:15.6,-6.376,6.336,-8.199,0.164,-0.499,1.804,NONE,300
1770475756,49:15.6,-5.079,7.752,-6.826,-0.4341,-0.3741,1.4342,NONE,301
1770475755.588946,49:15.6,-4.146,8.515,-5.338,-0.336,0.8379,0.9607,NONE,302
1770475755.5952168,49:15.6,-5.443,7.635,-6.314,1.1245,1.3582,0.7024,NONE,303
1770475755.6022825,49:15.6,-2.653,7.34,-3.689,2.0837,2.3234,-0.5935,NONE,304
1770475755.6099992,49:15.6,-5.003,11.999,-5.072,2.5691,4.3656,-2.0897,NONE,305
1770475755.617031,49:15.6,-0.567,4.493,-0.842,3.7367,3.9415,-1.6976,NONE,306
1770475755.6240458,49:15.6,-3.082,15.523,-13.016,-0.0075,2.8866,-0.9438,NONE,307
1770475755.631228,49:15.6,-6.278,12.121,-19.6,-4.3657,0.4183,-2.5157,NONE,308
1770475755.6385584,49:15.6,-14.353,19.599,-19.6,-4.3657,-3.2811,-0.5437,NONE,309
1770475755.6449385,49:15.6,1.058,19.599,-19.6,-4.3657,-4.3657,4.3656,NONE,310
1770475755.6517622,49:15.7,-4.907,7.886,-19.6,-4.3657,-3.3875,4.3656,NONE,311
1770475755.6587822,49:15.7,-7.513,-11.963,-8.812,-4.3657,0.1061,4.3656,NONE,312
1770475755.6661897,49:15.7,-19.6,-19.6,19.599,-4.3657,-4.3657,-2.8525,NONE,313
1770475755.6733592,49:15.7,13.37,12.178,17.298,-1.6904,0.3114,1.1058,NONE,314
1770475755.6795902,49:15.7,11.47,6.556,0.864,-0.3527,4.3656,4.3656,NONE,315
1770475755.6872876,49:15.7,-19.31,-1.06,5.931,4.3656,-4.3657,-4.3657,NONE,316
1770475755.6947963,49:15.7,6.343,19.599,-5.079,4.3656,-1.543,-4.3657,NONE,317
1770475755.7009246,49:15.7,19.299,19.599,-15.616,-0.7438,3.8432,1.9501,NONE,318
1770475755.7077088,49:15.7,-3.003,17.631,1.878,-2.4468,-3.5352,1.344,NONE,319
1770475755.7152412,49:15.7,12.525,17.928,-0.089,-4.3657,1.5757,1.4031,NONE,320
1770475755.7225668,49:15.7,-11.53,0.22,10.97,-3.8101,-0.7987,1.6442,NONE,321
1770475755.7289479,49:15.7,-1.053,10.152,1.318,-3.0888,-2.1361,1.4769,NONE,322
1770475755.7358541,49:15.7,1.29,-3.73,-4.072,-2.2852,-0.5866,-0.4446,NONE,323
1770475755.7431965,49:15.7,-3.06,11.604,-1.665,-1.2492,-1.2067,-0.6631,NONE,324
1770475755.7501228,49:15.8,-3.414,12.494,-4.429,-0.5291,-1.6991,-1.1041,NONE,325
1770475755.757269,49:15.8,-2.948,16.729,-7.537,-0.2967,-2.1933,-1.6405,NONE,326
1770475755.7641158,49:15.8,-0.285,19.599,-9.417,-0.7837,-2.0146,-1.356,NONE,327
1770475755.7709668,49:15.8,1.182,16.382,-9.589,-1.24,-0.7061,-0.9906,NONE,328
1770475755.778345,49:15.8,-1.419,13.726,-4.96,-1.667,-0.1688,-1.0714,NONE,329
1770475755.7850337,49:15.8,1.065,10.649,-4.163,-1.6014,0.1127,-1.1505,NONE,330
1770475755.791701,49:15.8,1.902,8.204,-2.787,-1.7509,0.6336,-0.6206,NONE,331
1770475755.7986944,49:15.8,1.402,10.573,-2.589,-1.8632,0.7152,0.4545,NONE,332
1770475755.8058653,49:15.8,1.402,12.262,-3.316,-2.0816,0.7921,1.5435,NONE,333
1770475755.8133512,49:15.8,0.876,12.774,-2.479,-2.5578,1.0921,2.4697,NONE,334
1770475755.8208702,49:15.8,0.206,11.939,-3.273,-3.116,1.4645,3.2604,NONE,335
1770475755.8279502,49:15.8,-0.225,11.64,-5.099,-3.3027,1.3712,3.3738,NONE,336
1770475755.8346748,49:15.8,-0.026,9.735,-3.909,-3.5029,1.6752,3.2614,NONE,337
1770475755.8416348,49:15.8,-3.022,9.238,-3.048,-4.3183,2.1032,2.8302,NONE,338
1770475755.8491974,49:15.8,-4.453,7.46,-1.83,-4.3657,1.9252,2.0947,NONE,339
1770475755.8560472,49:15.9,-3.601,10.379,1.318,-4.3657,1.6758,1.9406,NONE,340
1770475755.8625805,49:15.9,-0.182,8.714,3.457,-4.3657,1.6092,1.9223,NONE,341
1770475755.870108,49:15.9,-2.213,11.245,2.211,-4.3657,1.9183,1.726,NONE,342
1770475755.8767233,49:15.9,-1.68,8.829,2.098,-4.3657,1.6166,0.5919,NONE,343
1770475755.8839517,49:15.9,-3.139,9.118,1.256,-4.3657,1.2656,-0.1817,NONE,344
1770475755.890929,49:15.9,-2.275,6.343,5.192,-4.3657,1.5623,-0.4848,NONE,345
1770475755.897831,49:15.9,-3.369,4.488,4.232,-3.0065,1.1704,-1.0006,NONE,346
1770475755.9047754,49:15.9,-4.158,5.984,5.481,-2.4185,1.2494,-2.1626,NONE,347
1770475755.9118264,49:15.9,-1.127,5.608,8.869,-1.9083,1.5079,-2.6867,NONE,348
1770475755.918785,49:15.9,-2.943,4.778,6.946,-1.408,1.8121,-3.4543,NONE,349
1770475755.9257987,49:15.9,-2.938,4.192,10.52,-1.5072,1.8495,-4.3657,NONE,350
1770475755.9329262,49:15.9,-2.194,3.287,12.561,-1.7912,2.2707,-4.3657,NONE,351
1770475755.9399414,49:15.9,-1.354,2.644,12.968,-1.6497,2.4191,-4.3657,NONE,352
1770475755.9470487,49:15.9,-1.881,2.529,14.04,-2.394,2.7491,-4.3657,NONE,353
1770475755.954203,49:16.0,-1.115,1.995,11.042,-1.718,3.1742,-4.3657,NONE,354
1770475755.961918,49:16.0,0.096,4.412,14.631,-2.6099,2.9451,-4.3657,NONE,355
1770475755.967898,49:16.0,3,2.292,11.858,-2.7837,2.7586,-4.3657,NONE,356
1770475755.9749572,49:16.0,1.314,-4.335,14.056,-4.3657,2.556,-4.3657,NONE,357
1770475755.9820106,49:16.0,-0.428,-3.065,9.058,-4.3657,2.8913,-4.3657,NONE,358
1770475755.9890563,49:16.0,-1.235,18.942,18.789,-4.3657,3.4027,-4.3657,NONE,359
1770475755.9957836,49:16.0,-2.689,12.281,17.411,-4.3657,2.2175,-4.3657,NONE,360
1770475756.0029685,49:16.0,7.364,-2.134,1.256,-3.4479,2.6257,-0.7946,NONE,361
1770475756.0101085,49:16.0,1.014,-7.34,3.113,-1.9243,3.4873,-0.0265,NONE,362
1770475756.0170157,49:16.0,-0.163,-4.087,4.67,-1.5536,3.7683,-0.1234,NONE,363
1770475756.0240219,49:16.0,-1.134,-2.311,5.089,-0.0205,3.423,-0.0161,NONE,364
1770475756.0310574,49:16.0,10.281,-10.917,0.828,2.0484,4.2767,-3.0489,NONE,365
1770475756.0378675,49:16.0,19.599,-4.06,-3.842,2.0673,4.3656,-4.3657,NONE,366
1770475756.0444353,49:16.0,4.041,8.417,0.933,0.904,4.3656,4.3656,NONE,367
1770475756.0520175,49:16.1,-19.6,-19.6,-7.577,1.807,4.1982,4.3656,NONE,368
1770475756.0590456,49:16.1,-18.289,-15.045,-19.6,4.3656,1.8824,4.3656,NONE,369
1770475756.0658026,49:16.1,-4.087,-17.688,-1.328,4.3656,0.4515,4.3656,NONE,370
1770475756.0731037,49:16.1,-3.079,-12.575,-13.791,4.3656,4.3656,-4.3657,NONE,371
1770475756.0798817,49:16.1,-17.32,4.328,-9.999,4.3656,3.0121,-0.3529,NONE,372
1770475756.087285,49:16.1,-10.98,7.692,-13.078,4.3656,-2.3912,2.9609,NONE,373
1770475756.0939744,49:16.1,-1.005,10.154,-19.6,4.3656,-0.8182,3.3945,NONE,374
1770475756.1008573,49:16.1,-3.455,11.159,-18.801,4.3656,-1.3245,4.2834,NONE,375
1770475756.1078644,49:16.1,-2.108,11.822,-19.6,4.3656,-4.1179,4.3656,NONE,376
1770475756.1149814,49:16.1,2.472,12.118,-19.6,3.7425,-4.3657,4.3656,NONE,377
1770475756.1218915,49:16.1,-8.762,13.236,-8.664,2.1486,-4.3657,4.3656,NONE,378
1770475756.1286743,49:16.1,3.586,3.237,-19.6,2.5115,-4.3657,4.3656,NONE,379
1770475756.1359692,49:16.1,-2.089,7.305,-11.035,3.678,-4.3657,4.3656,NONE,380
1770475756.142842,49:16.1,5.228,11.047,-11.98,3.6304,-4.3657,4.3656,NONE,381
1770475756.1498141,49:16.1,6.529,9.609,-10.171,2.9431,-4.3657,4.3656,NONE,382
1770475756.156651,49:16.2,5.713,5.321,-9.044,4.0666,-4.3657,4.3656,NONE,383
1770475756.1639025,49:16.2,8.635,7.166,-10.922,4.3656,-4.3657,4.3656,NONE,384
1770475756.1710393,49:16.2,11.676,11.221,-10.408,4.3656,-4.3657,4.3656,NONE,385
1770475756.1778743,49:16.2,19.599,19.599,10.692,3.8649,-4.3657,4.3656,NONE,386
1770475756.185345,49:16.2,19.599,19.599,19.599,3.1882,-4.3657,2.2232,NONE,387
1770475756.1919637,49:16.2,19.599,19.599,12.427,0.3477,-0.4245,-2.3005,NONE,388
1770475756.1988714,49:16.2,0.9,19.599,9.64,-1.0716,3.0792,-1.1403,NONE,389
1770475756,49:16.2,4.376,15.98,11.544,-0.8336,1.8446,4.3656,NONE,390
1770475756.2138553,49:16.2,3.412,5.149,9.769,-1.1441,2.9302,4.3656,NONE,391
1770475756.220808,49:16.2,1.536,4.962,9.788,-0.3786,4.3656,-3.6572,NONE,392
1770475756.2278316,49:16.2,0.897,9.3,9.137,-0.2871,4.3034,-2.4475,NONE,393
1770475756.234645,49:16.2,1.146,8.697,4.735,-0.3122,4.0088,2.3177,NONE,394
1770475756.241382,49:16.2,0.084,5.795,0.656,0.4159,4.1649,1.4941,NONE,395
1770475756.2488694,49:16.2,0.457,6.833,-2.878,1.3175,4.3656,-2.2302,NONE,396
1770475756.2556121,49:16.3,0.778,9.714,-5.575,1.706,4.3656,-1.9109,NONE,397
1770475756.262728,49:16.3,-0.462,10.283,-7.142,1.9007,4.3656,-0.0199,NONE,398
1770475756.269738,49:16.3,-0.945,10.173,-8.989,1.9871,4.3656,-0.3312,NONE,399
1770475756.2770913,49:16.3,-1.943,11.317,-9.822,1.7375,4.3656,-1.332,NONE,400
1770475756,49:16.3,-3.553,12.846,-9.31,1.1037,4.1447,-0.4634,NONE,401
1770475756.2908018,49:16.3,-4.979,13.013,-8.917,0.2663,3.4494,1.2252,NONE,402
1770475756.297879,49:16.3,-6.673,12.252,-7.687,-0.5249,2.7844,2.0634,NONE,403
1770475756.304875,49:16.3,-8.63,11.36,-5.587,-1.062,1.9558,2.3794,NONE,404
1770475756.3119836,49:16.3,-9.967,10.475,-3.271,-1.3246,1.0273,3.007,NONE,405
1770475756.318866,49:16.3,-11.142,8.953,-1.687,-1.1489,0.1912,3.4609,NONE,406
1770475756.3261094,49:16.3,-12.128,8.317,0.136,-0.6464,-1.0343,3.3227,NONE,407
1770475756.3335936,49:16.3,-11.056,8.384,-0.388,0.067,-2.0518,1.9207,NONE,408
1770475756.3410082,49:16.3,-9.207,10.288,-1.349,0.6694,-2.9804,0.8531,NONE,409
1770475756.3479016,49:16.3,-7.3,12.317,-2.44,0.8095,-3.7081,0.4656,NONE,410
1770475756.3548348,49:16.4,-4.84,14.413,-4.036,0.504,-4.2689,0.5356,NONE,411
1770475756,49:16.4,-2.45,16.272,-5.149,-0.2956,-4.3657,0.7376,NONE,412
1770475756.3689551,49:16.4,-0.548,17.578,-5.51,-1.2538,-4.3657,1.0841,NONE,413
1770475756.3758955,49:16.4,1.596,18.373,-4.919,-2.3454,-4.3657,1.8736,NONE,414
1770475756.3829498,49:16.4,2.974,18.002,-3.395,-3.4765,-4.3657,2.7378,NONE,415
1770475756.3901038,49:16.4,4.304,16.636,-1.223,-4.1259,-4.3657,3.0995,NONE,416
1770475756.3968036,49:16.4,5.357,14.906,1.424,-4.3657,-4.3657,2.2118,NONE,417
1770475756,49:16.4,5.857,13.635,4.189,-4.318,-4.269,1.0469,NONE,418
1770475756.4107676,49:16.4,7.216,12.743,5.656,-4.0047,-3.7398,-0.0147,NONE,419
1770475756.417761,49:16.4,8.491,12.245,6.197,-3.7683,-2.9683,-1.1798,NONE,420
1770475756.4247756,49:16.4,9.558,12.164,5.941,-3.6408,-2.4122,-2.1546,NONE,421
1770475756.4320748,49:16.4,11.245,12.623,4.292,-3.7882,-1.9692,-2.5822,NONE,422
1770475756.4388945,49:16.4,12.941,12.929,1.888,-4.2884,-1.2681,-2.349,NONE,423
1770475756.4460022,49:16.4,13.944,12.688,0.086,-4.3657,-0.5457,-1.7756,NONE,424
1770475756.453023,49:16.5,14.458,11.606,-1.517,-4.3657,0.37,-1.5875,NONE,425
1770475756.460688,49:16.5,14.662,10.238,-1.928,-4.3657,1.2369,-1.1962,NONE,426
1770475756.4681325,49:16.5,7.74,-3.263,-11.271,-4.3657,4.3656,-4.3657,NONE,427
1770475756.474989,49:16.5,-19.6,19.599,-19.6,3.693,4.3656,-4.3657,NONE,428
1770475756.4820516,49:16.5,-19.6,-16.293,9.381,4.3656,-4.3657,-4.3657,NONE,429
1770475756.4886262,49:16.5,-5.278,-6.072,7.068,4.1172,-4.3657,3.2582,NONE,430
1770475756.4958405,49:16.5,2.907,1.799,13.535,-0.2995,-3.7595,-0.4206,NONE,431
1770475756.5028462,49:16.5,-3.601,1.476,-0.069,-1.4444,-4.3657,3.7623,NONE,432
1770475756.510003,49:16.5,5.343,6.812,-14.269,-4.3657,-4.3657,4.3656,NONE,433
1770475756.5168684,49:16.5,1.584,-7.147,-17.746,-4.3657,-4.3657,4.3656,NONE,434
1770475756.5239496,49:16.5,0.531,-2.85,-10.793,-4.3657,-4.3657,4.3656,NONE,435
1770475756.5318663,49:16.5,1.12,-4.232,5.919,-4.3657,-4.3657,4.3656,NONE,436
1770475756.5390801,49:16.5,-11.968,2.617,19.599,-4.3657,-4.3657,4.3656,NONE,437
1770475756.5458937,49:16.5,4.06,-6.828,10.142,-4.3657,-4.3657,4.3656,NONE,438
1770475756.5528483,49:16.6,19.599,-12.09,4.4,-4.3657,-4.3657,4.3656,NONE,439
1770475756.560385,49:16.6,19.599,-14.944,6.919,-4.3657,-2.7985,4.3656,NONE,440
1770475756.5669124,49:16.6,19.599,-14.951,5.864,-2.8306,-4.1711,4.3656,NONE,441
1770475756.5739853,49:16.6,19.599,-16.045,1.952,-0.0628,-0.8974,2.9479,NONE,442
1770475756.581253,49:16.6,19.599,-12.133,-9.831,4.3656,-1.8692,-4.3657,NONE,443
1770475756.5878494,49:16.6,18.581,11.889,-1.113,4.3656,0.9597,-4.3657,NONE,444
1770475756.5951796,49:16.6,-19.6,19.599,-12.135,1.532,-1.6605,4.3656,NONE,445
1770475756.6021495,49:16.6,6.269,19.599,15.083,-1.3364,-0.2793,-4.3657,NONE,446
1770475756.608758,49:16.6,18.009,12.877,5.527,-1.8322,2.442,-4.3657,NONE,447
1770475756.6157887,49:16.6,17.334,17.906,7.661,-3.1818,2.1393,-2.3265,NONE,448
1770475756.622755,49:16.6,10.094,13.023,2.692,-4.3657,2.9757,1.9213,NONE,449
1770475756.6295767,49:16.6,2.266,9.551,5.448,-4.3657,2.4241,-0.9924,NONE,450
1770475756.636791,49:16.6,1.962,10.31,-0.356,-4.3657,1.7856,-0.5982,NONE,451
1770475756.643659,49:16.6,0.675,8.623,7.08,-4.3657,-0.1651,4.3656,NONE,452
1770475756.6506834,49:16.6,2.237,2.096,3.472,-4.3657,1.5813,4.3656,NONE,453
1770475756.6581898,49:16.7,-4.273,-3.438,10.592,-4.3657,-0.334,4.3656,NONE,454
1770475756.6650932,49:16.7,-2.732,-5.39,14.265,-4.3657,-0.2681,4.3656,NONE,455
1770475756.671931,49:16.7,0.603,-10.293,11.379,-4.3657,-0.2321,4.3656,NONE,456
1770475756.6789045,49:16.7,3.998,-16.076,8.86,-2.9898,-0.7265,4.3656,NONE,457
1770475756.6858778,49:16.7,6.285,-12.461,10.714,-0.4261,-1.093,1.4119,NONE,458
1770475756.6927793,49:16.7,7.453,-10.283,14.547,1.0388,-0.2208,0.4743,NONE,459
1770475756.699826,49:16.7,10.283,-10.118,12.066,2.1125,-0.1597,0.6281,NONE,460
1770475757,49:16.7,11.037,-11.563,12.219,4.0618,-0.3078,-1.6766,NONE,461
1770475756.7136142,49:16.7,17.966,-7.479,6.819,4.3656,1.1165,-1.9356,NONE,462
1770475757,49:16.7,18.167,-2.553,3.328,4.3656,2.9219,1.2303,NONE,463
1770475756.7287543,49:16.7,15.451,0.83,-12.027,3.7242,0.2281,1.3011,NONE,464
1770475756.7357788,49:16.7,19.599,-3.137,-15.956,3.3019,4.3656,4.0453,NONE,465
1770475756.7425659,49:16.7,11.748,-0.06,-3.998,3.8734,4.3656,0.5185,NONE,466
1770475756.7494705,49:16.7,9.738,1.637,-4.733,4.3656,4.3656,3.9218,NONE,467
1770475756.7565563,49:16.8,4.747,-0.45,-8.238,4.3656,4.3656,4.3656,NONE,468
1770475756.7639527,49:16.8,-19.6,19.599,19.599,1.5779,-4.14,-4.3657,NONE,469
1770475756.7707438,49:16.8,-3.519,19.599,-4.912,-2.928,-4.3657,4.3656,NONE,470
1770475756.7780888,49:16.8,-19.6,-19.6,-7.18,-4.3657,-3.7648,1.3969,NONE,471
1770475756.7848785,49:16.8,4.41,8.297,-7.697,-2.3221,-4.3657,4.3656,NONE,472
1770475756.7916899,49:16.8,6.738,0.376,-3.321,-3.0355,-4.3657,4.3656,NONE,473
1770475756.7989745,49:16.8,-0.395,8.522,19.599,-3.156,-4.3657,4.3123,NONE,474
1770475756.805719,49:16.8,6.391,-3.029,14.128,0.4534,-4.3657,1.2814,NONE,475
1770475756.8127615,49:16.8,13.3,-1.352,8.297,0.4568,-4.3657,1.0332,NONE,476
1770475756.8199208,49:16.8,11.793,-1.091,13.989,-0.9205,-4.3657,4.3656,NONE,477
1770475756.826811,49:16.8,19.599,6.558,14.652,0.2177,-4.3657,-1.6523,NONE,478
1770475756.833661,49:16.8,19.599,4.986,11.487,0.459,-3.4063,-4.0332,NONE,479
1770475756.8408022,49:16.8,19.599,8.324,11.862,0.7817,-1.8866,-4.3657,NONE,480
1770475756.847692,49:16.8,17.277,7.278,12.556,1.1916,-1.6658,-4.3657,NONE,481
1770475756.8550773,49:16.9,15.167,9.723,11.996,1.3151,-0.5188,-4.3657,NONE,482
1770475756.8617086,49:16.9,14.717,8.75,8.678,1.1654,0.151,-4.3657,NONE,483
1770475756.8691502,49:16.9,15.322,10.223,5.111,1.0301,1.1624,-4.3657,NONE,484
1770475756.8757882,49:16.9,17.932,13.858,7.64,0.398,1.9642,-4.3657,NONE,485
1770475756.8830607,49:16.9,19.599,16.226,8.687,-1.4874,4.0789,-3.0575,NONE,486
1770475756.890062,49:16.9,18.932,9.867,12.65,-2.6333,4.3656,-4.3657,NONE,487
1770475756.8968313,49:16.9,15.284,7.513,11.573,-3.3489,4.3656,-4.3657,NONE,488
1770475756.9036467,49:16.9,13.047,9.838,3.984,0.4259,3.7097,0.6161,NONE,489
1770475756.9108672,49:16.9,3.381,3.091,10.439,-0.9369,4.3656,-4.3657,NONE,490
1770475756.917925,49:16.9,3.519,4.333,9.673,-0.4433,4.3656,-4.3657,NONE,491
1770475757,49:16.9,3.414,4.855,7.678,-0.468,4.3656,-3.4975,NONE,492
1770475756.9325843,49:16.9,-1.493,3.467,9.759,-0.1069,4.3656,-3.6116,NONE,493
1770475756.9390907,49:16.9,2.445,4.998,7.539,-0.4968,4.0588,-2.57,NONE,494
1770475756.9461749,49:16.9,2.677,2.443,13.748,-0.6708,3.2394,1.0894,NONE,495
1770475756.9532645,49:17.0,4.878,-1.192,16.698,-0.0124,3.5382,-0.5201,NONE,496
1770475756.9600837,49:17.0,13.654,9.283,2.594,0.9469,4.2054,-1.131,NONE,497
1770475756.967087,49:17.0,5.709,18.636,10.575,1.1819,4.3656,-4.3657,NONE,498
1770475756.9739392,49:17.0,9.286,19.599,15.528,-1.6583,4.3656,-4.3657,NONE,499
1770475756.9809723,49:17.0,19.599,19.599,5.881,-4.3657,4.3656,2.2657,NONE,500
1770475756.9877772,49:17.0,19.599,12.422,7.537,-4.3657,4.3656,-0.8865,NONE,501
1770475756.9953318,49:17.0,19.599,5.075,-0.522,-4.3657,4.3656,-4.3657,NONE,502
1770475757.0028677,49:17.0,19.599,-0.971,-5.233,-4.3657,4.3656,2.9116,NONE,503
1770475757.0099506,49:17.0,9.666,-19.6,-13.348,-4.3657,4.3656,-3.9535,NONE,504
1770475757.0171106,49:17.0,-19.6,-19.6,-7.965,-0.8623,4.3656,-4.3657,NONE,505
1770475757.0239248,49:17.0,-19.6,-19.6,-1.342,4.3656,4.3656,-4.3657,NONE,506
1770475757,49:17.0,-19.6,-14.535,-1.467,4.3656,4.3523,-4.3657,NONE,507
1770475757.0377991,49:17.0,-9.786,12.951,10.049,4.3656,1.5553,-4.3657,NONE,508
1770475757.044823,49:17.0,16.188,9.826,19.599,4.3656,4.0353,-4.3657,NONE,509
1770475757.051814,49:17.1,19.599,3.914,-10.673,2.9014,4.3656,-4.3657,NONE,510
1770475757.0588193,49:17.1,17.38,0.026,-12.578,1.4341,4.3656,-4.3657,NONE,511
1770475757.0660489,49:17.1,-0.689,-9.633,-15.14,1.1098,4.3656,-4.3657,NONE,512
1770475757.0731804,49:17.1,-18.751,-12.396,-17.727,2.8009,4.3656,-4.3657,NONE,513
1770475757.0798044,49:17.1,-19.6,-5.175,-3.608,2.5883,4.3656,-4.3657,NONE,514
1770475757.0870802,49:17.1,-19.6,-2.591,-10.774,2.574,3.973,-4.3657,NONE,515
1770475757.0941186,49:17.1,-15.248,1.747,-18.71,1.7229,2.318,-4.3657,NONE,516
1770475757,49:17.1,-14.193,6.314,-19.6,0.0384,2.4367,-4.3657,NONE,517
1770475757.1080647,49:17.1,-19.6,4.74,-19.6,-1.9893,2.113,-3.4729,NONE,518
1770475757.115056,49:17.1,-19.6,-2.567,-19.6,-3.249,-0.2009,0.3254,NONE,519
1770475757.1223974,49:17.1,-19.6,-10.401,-19.6,-2.6052,-4.0506,1.0174,NONE,520
1770475757.1292195,49:17.1,-19.6,-5.565,-18.267,-1.9943,-4.3657,0.6343,NONE,521
1770475757.136124,49:17.1,-19.6,2.783,-14.497,-2.297,-4.3657,1.0525,NONE,522
1770475757.1428487,49:17.1,-9.252,4.52,-9.01,-3.3838,-4.3657,2.3443,NONE,523
1770475757.1497712,49:17.1,-4.082,2.493,-3.656,-4.3052,-4.3657,3.0036,NONE,524
1770475757.1569006,49:17.2,-9.018,-1.909,1.866,-4.3657,-4.3657,4.3653,NONE,525
1770475757.163961,49:17.2,-18.54,-5.498,3.945,-3.9386,-4.3657,4.225,NONE,526
1770475757.1711514,49:17.2,-19.6,-6.553,4.46,-3.0261,-4.3657,4.3656,NONE,527
1770475757.178152,49:17.2,-19.6,-6.297,4.888,-2.0342,-4.3657,4.3656,NONE,528
1770475757.1852539,49:17.2,-19.6,-1.526,6.01,-1.5451,-4.3657,4.3656,NONE,529
1770475757.1919334,49:17.2,-14.001,2.003,6.025,-1.5881,-4.3657,4.3656,NONE,530
1770475757.1991062,49:17.2,-5.295,2.9,8.271,-2.0006,-4.3657,4.3656,NONE,531
1770475757.2054965,49:17.2,7.202,1.83,7.929,-2.1073,-4.3657,2.2956,NONE,532
1770475757.2127378,49:17.2,3.118,2.55,13.212,-2.2677,-4.3657,1.5334,NONE,533
1770475757.2196982,49:17.2,2.254,1.366,14.377,-2.3892,-4.3657,0.5176,NONE,534
1770475757.2268507,49:17.2,-1.9,7.319,19.404,-2.9888,-4.3657,-1.0148,NONE,535
1770475757.2338643,49:17.2,1.845,11.271,18.387,-3.9722,-4.3657,-0.5107,NONE,536
1770475757.2408683,49:17.2,19.599,6.505,16.662,-4.3111,-4.3657,1.3692,NONE,537
1770475757.2478294,49:17.2,19.599,-1.091,15.736,-4.0737,-4.3657,1.2335,NONE,538
1770475757.2551155,49:17.3,19.599,-16.839,3.85,-2.0819,-2.4359,-0.412,NONE,539
1770475757.2620757,49:17.3,19.599,-11.006,9.659,-0.8128,4.3656,-2.4173,NONE,540
1770475757.2687852,49:17.3,5.343,1.744,14.853,-0.7851,4.3656,-1.1037,NONE,541
1770475757.275986,49:17.3,-12.996,-0.232,16.741,-0.758,2.0987,-0.1466,NONE,542
1770475757.2830381,49:17.3,-3.388,-2.352,15.04,-0.8035,-1.3979,-3.3378,NONE,543
1770475757.2900186,49:17.3,19.126,-5.867,11.999,-0.2866,-1.2124,-1.0905,NONE,544
1770475757.2969224,49:17.3,19.599,-12.583,9.685,0.7397,2.5526,-2.136,NONE,545
1770475757.3037004,49:17.3,19.599,-8.343,9.018,1.3803,4.3656,-3.86,NONE,546
1770475757.310875,49:17.3,19.599,-2.091,9.003,1.155,4.3656,-3.6481,NONE,547
1770475757.318296,49:17.3,14.068,-4.182,7.62,1.0158,4.3656,-3.1521,NONE,548
1770475757.3260653,49:17.3,11.858,-6.821,3.395,1.2465,4.3656,-3.6411,NONE,549
1770475757.332867,49:17.3,6.606,-5.101,-1.392,1.1021,4.3656,-3.8809,NONE,550
1770475757.3398762,49:17.3,-1.62,-3.797,-2.366,0.9931,4.3656,-3.2788,NONE,551
1770475757.3467982,49:17.3,-7.247,-2.505,-3.936,0.8865,4.3656,-3.5622,NONE,552
1770475757.3536024,49:17.4,-7.757,0.9,-4.867,0.4425,4.3656,-3.9696,NONE,553
